,size,total_sqft,bath,balcony,price,encoded_loc
5657,2,1190.0,2,1,53.55,225
5658,2,1173.0,2,1,77.0,234
5659,3,1800.0,3,2,90.0,204
5660,2,1102.0,2,0,52.0,236
5661,2,913.0,2,1,36.0,202
5662,3,1176.0,2,1,35.27,103
5663,3,1620.0,3,0,65.0,190
5664,3,2968.0,3,0,225.0,47
5665,2,1519.0,2,3,65.0,236
5666,2,1345.0,2,2,106.0,107
5667,3,1594.0,3,2,99.0,240
5668,2,1250.0,2,1,68.0,240
5669,2,1056.0,2,1,60.0,93
5670,3,1200.0,3,1,68.4,234
5671,2,1290.0,1,0,77.5,240
5672,2,1150.0,2,1,48.0,240
5673,2,1464.0,2,1,145.0,240
5674,4,1200.0,2,1,36.0,18
5675,2,861.0,2,0,36.5,84
5676,2,1047.0,2,1,82.62,154
5677,2,1200.0,2,0,75.0,240
5678,2,1065.0,2,1,45.0,240
5679,2,1000.0,2,1,62.0,197
5680,3,1682.0,3,1,113.0,158
5681,3,1756.0,3,2,131.0,94
5682,4,1050.0,4,2,90.0,240
5683,2,1238.0,2,1,67.32,233
5684,2,814.0,2,1,42.0,66
5685,2,1145.0,2,1,46.5,70
5686,2,965.0,2,1,34.0,226
5687,2,750.0,2,1,36.0,240
5688,3,1300.0,2,2,55.0,29
5689,3,1590.0,3,3,131.0,1
5690,1,644.0,1,1,40.0,42
5691,2,982.0,2,1,37.0,234
5692,2,1260.0,2,2,100.0,112
5693,3,1555.0,3,2,75.17,198
5694,2,1225.0,2,2,48.0,122
5695,2,1085.0,2,1,46.0,79
5696,3,1595.0,3,1,110.0,218
5697,2,1196.0,2,2,40.44,193
5698,3,1859.0,3,1,108.0,236
5699,2,1079.0,2,1,60.0,9
5700,2,550.0,1,1,27.0,209
5701,2,1118.0,2,1,42.0,234
5702,2,1198.0,2,2,60.0,56
5703,3,1162.5,2,0,30.215,58
5704,3,1830.0,4,2,135.0,219
5705,2,1160.0,2,1,59.0,33
5706,3,1485.0,2,1,156.0,240
5707,3,2070.0,3,3,135.0,240
5708,2,957.0,2,0,52.5,132
5709,2,1268.0,2,1,69.0,37
5710,3,1450.0,2,2,87.0,37
5711,3,1600.0,2,2,75.0,240
5712,3,1330.0,2,1,57.0,225
5713,3,1355.0,2,2,65.0,114
5714,2,1272.0,2,2,51.5,102
5715,2,1100.0,2,1,38.49,240
5716,3,1220.0,3,2,58.0,203
5717,2,1075.0,2,1,46.76,62
5718,2,800.0,2,1,55.0,240
5719,2,995.0,2,1,34.82,228
5720,2,900.0,1,1,44.0,240
5721,2,1140.0,2,1,42.0,93
5722,3,1480.0,2,2,125.0,240
5723,3,1710.0,2,2,90.63,184
5724,3,2106.0,3,3,148.0,217
5725,3,3800.0,2,0,130.0,240
5726,2,1602.0,2,0,104.0,165
5727,3,1660.0,2,2,116.0,203
5728,3,1549.0,3,2,80.0,78
5729,1,700.0,1,1,38.0,165
5730,2,1012.0,2,1,64.0,28
5731,3,1469.0,3,1,89.0,165
5732,2,1216.0,2,1,69.0,234
5733,2,1065.0,2,1,56.13,78
5734,3,1411.0,3,1,93.15,218
5735,2,1400.0,2,2,57.5,185
5736,3,1250.0,3,2,29.0,106
5737,2,1245.0,2,3,62.0,93
5738,2,1115.0,2,1,50.0,63
5739,2,1000.0,2,1,35.0,229
5740,3,1580.0,3,0,71.89,186
5741,3,1800.0,3,2,90.0,214
5742,2,1500.0,2,2,130.0,240
5743,1,645.0,1,1,16.45,58
5744,3,1275.0,3,2,44.0,149
5745,3,1494.0,3,2,82.0,134
5746,3,1949.0,3,2,129.0,46
5747,2,1020.0,2,1,46.5,25
5748,2,883.0,2,1,45.0,171
5749,4,3200.0,4,0,280.0,182
5750,6,1680.0,6,1,125.0,225
5751,3,2010.0,3,3,125.0,240
5752,2,1240.0,2,2,80.0,239
5753,2,1213.0,2,1,63.0,6
5754,3,1835.0,3,3,88.0,97
5755,4,2932.0,5,0,195.0,37
5756,4,3425.0,5,2,250.0,234
5757,2,945.0,2,0,45.0,85
5758,3,1504.0,2,2,100.0,240
5759,3,1569.0,3,2,150.0,157
5760,3,1755.0,3,2,130.0,94
5761,3,1760.0,3,0,140.0,230
5762,2,1240.0,2,3,43.94,100
5763,3,1450.0,3,2,72.54,79
5764,2,1000.0,2,0,48.0,5
5765,1,3820.0,1,1,306.0,209
5766,5,2000.0,4,2,145.0,221
5767,2,1215.0,2,2,59.0,63
5768,3,1330.0,3,3,73.5,235
5769,2,1178.0,2,1,75.0,193
5770,2,2040.0,2,2,59.0,240
5771,3,2000.0,3,2,85.0,43
5772,3,1602.0,2,1,165.0,240
5773,4,1200.0,4,1,130.0,240
5774,2,1194.0,2,2,46.0,187
5775,3,2400.0,2,1,152.0,67
5776,3,1700.0,3,3,108.0,203
5777,3,1200.0,3,2,65.0,117
5778,3,1500.0,3,0,72.0,240
5779,3,1737.0,3,3,85.0,131
5780,2,900.0,2,0,55.0,216
5781,3,1280.0,2,1,48.0,240
5782,2,1560.0,2,2,85.0,56
5783,2,883.0,2,1,44.0,127
5784,2,750.0,2,1,33.0,140
5785,4,2400.0,3,3,140.0,54
5786,2,900.0,2,1,45.0,240
5787,2,1030.0,2,1,49.35,103
5788,3,1850.0,3,2,155.0,7
5789,3,1831.0,3,1,110.0,99
5790,2,1095.0,2,1,38.33,240
5791,3,1320.0,2,1,38.13,78
5792,3,1272.5,2,0,40.72,203
5793,2,1000.0,2,1,61.0,7
5794,3,1820.0,3,2,85.4,55
5795,3,1075.0,2,1,41.0,49
5796,3,1500.0,3,0,83.0,216
5797,1,360.0,1,0,16.9,79
5798,1,925.0,1,0,40.7,121
5799,2,1140.0,2,1,70.93,77
5800,2,1145.0,2,2,58.4,240
5801,3,1862.0,3,3,120.0,240
5802,2,947.0,2,2,43.0,69
5803,2,1120.0,2,2,40.0,125
5804,3,2700.0,3,3,200.0,240
5805,3,1805.0,2,2,75.0,122
5806,2,1100.0,2,3,93.0,38
5807,4,1355.0,3,0,135.0,53
5808,3,1677.0,3,2,98.0,240
5809,3,1560.0,3,3,74.0,225
5810,3,2060.0,3,2,150.0,21
5811,3,1716.0,2,0,115.0,148
5812,3,1864.0,3,1,140.0,94
5813,1,638.0,1,1,32.0,79
5814,2,937.0,2,1,30.0,58
5815,3,1490.0,2,1,115.0,240
5816,4,4856.0,5,3,410.0,80
5817,2,1100.0,2,1,37.0,234
5818,2,1000.0,2,2,48.53,219
5819,2,1060.0,2,1,37.0,101
5820,2,1047.0,2,1,91.0,154
5821,2,1200.0,2,2,80.0,39
5822,3,1420.0,2,2,75.0,12
5823,3,1539.0,3,0,85.0,203
5824,3,1550.0,3,1,59.0,240
5825,3,1555.0,3,3,82.0,134
5826,3,1553.0,3,3,68.0,207
5827,2,920.0,2,2,26.0,78
5828,3,1740.0,3,3,120.0,240
5829,3,1855.0,3,2,145.0,181
5830,3,1724.0,3,1,146.0,154
5831,2,1020.0,2,2,60.0,240
5832,3,1250.0,2,1,50.0,225
5833,3,1450.0,3,2,75.0,200
5834,2,1200.0,2,2,80.0,220
5835,2,1140.0,2,2,58.0,93
5836,1,550.0,1,1,16.0,240
5837,3,1450.0,3,1,44.0,37
5838,2,1500.0,2,0,25.49,117
5839,2,700.0,2,1,35.07,131
5840,3,1200.0,3,1,56.0,234
5841,2,1050.0,2,1,45.0,236
5842,3,1600.0,3,3,69.0,211
5843,3,1625.0,2,3,75.0,37
5844,2,1492.0,2,2,65.0,240
5845,4,2856.0,5,0,157.5,234
5846,3,1489.0,2,3,82.0,203
5847,3,1560.0,2,2,62.38,130
5848,2,1140.0,2,2,42.0,93
5849,3,1431.0,3,2,65.0,240
5850,3,1682.0,3,1,114.0,158
5851,2,1198.0,2,1,86.26,186
5852,3,3664.0,3,2,325.0,240
5853,3,1550.0,2,2,69.75,203
5854,2,1026.0,2,1,45.0,142
5855,3,1260.0,2,2,52.0,98
5856,2,690.0,2,0,42.0,240
5857,1,539.0,1,1,45.0,203
5858,4,1200.0,4,1,85.0,201
5859,3,2400.0,3,3,120.0,22
5860,2,1200.0,2,2,79.55,220
5861,3,1186.0,2,2,40.0,203
5862,2,1039.0,2,2,39.5,218
5863,5,1500.0,4,1,100.0,85
5864,3,2520.0,3,2,150.0,164
5865,2,1225.0,2,2,66.5,54
5866,2,1350.0,2,2,72.0,50
5867,3,1550.0,2,2,49.6,234
5868,3,1490.0,3,2,79.0,100
5869,3,1520.0,3,2,111.0,240
5870,3,1391.0,2,3,64.5,240
5871,2,1200.0,2,2,50.0,192
5872,4,1200.0,4,2,86.0,240
5873,2,1322.0,2,2,80.0,236
5874,3,2173.0,3,2,128.0,234
5875,2,1200.0,2,2,75.0,203
5876,2,1200.0,2,2,47.0,220
5877,2,1170.0,2,2,65.0,171
5878,2,1125.0,2,2,45.56,173
5879,1,698.5,1,0,28.57,68
5880,2,1250.0,2,2,90.0,240
5881,2,1025.0,2,2,27.68,58
5882,3,1075.0,2,2,36.0,236
5883,3,1900.0,2,2,190.0,240
5884,3,1435.0,3,2,45.0,234
5885,2,1175.0,2,2,64.98,79
5886,3,1464.0,3,2,56.0,240
5887,2,900.0,2,1,33.0,240
5888,1,585.0,1,1,21.0,79
5889,4,3170.0,5,2,230.0,117
5890,3,1602.0,2,1,170.0,240
5891,2,1220.0,2,2,42.0,218
5892,3,2145.0,3,3,180.0,203
5893,2,960.0,2,3,58.0,37
5894,1,907.0,1,1,38.0,172
5895,2,1210.0,2,1,74.0,183
5896,2,1230.0,2,2,70.0,240
5897,3,1350.0,2,1,75.0,5
5898,2,1150.0,2,2,58.0,138
5899,3,1404.0,2,0,53.35,202
5900,2,1050.0,2,3,48.0,181
5901,2,1285.0,2,2,56.0,236
5902,2,1018.0,2,1,50.8,103
5903,3,1200.0,3,2,57.0,106
5904,2,1115.0,2,2,50.0,203
5905,3,1600.0,3,3,95.0,240
5906,2,1480.0,2,1,80.0,9
5907,1,480.0,1,1,25.0,137
5908,3,1435.0,3,3,53.0,12
5909,1,600.0,2,0,23.0,240
5910,3,1590.0,2,3,85.0,56
5911,2,1730.0,2,0,28.545,106
5912,2,936.0,2,0,40.2,176
5913,2,1181.0,2,1,75.0,29
5914,3,1741.0,3,2,80.0,139
5915,3,1750.0,3,1,123.0,113
5916,2,1050.0,2,2,42.7,227
5917,2,1027.0,2,1,60.0,223
5918,2,596.0,2,1,22.0,240
5919,3,1600.0,3,2,70.0,205
5920,4,2790.0,5,3,198.0,95
5921,2,1000.0,2,1,60.0,199
5922,2,1120.0,2,2,44.24,226
5923,2,1200.0,2,0,85.0,240
5924,2,1200.0,2,2,35.0,240
5925,3,1570.0,3,2,110.0,135
5926,3,1500.0,3,1,135.0,148
5927,2,1315.0,2,2,140.0,80
5928,2,1140.0,2,1,33.84,78
5929,2,1105.0,2,2,90.0,29
5930,2,1200.0,2,1,34.65,77
5931,1,905.0,1,1,62.0,234
5932,2,1185.0,2,1,50.0,152
5933,2,1083.0,2,1,100.0,148
5934,3,1458.0,3,2,60.0,198
5935,3,1555.0,3,2,75.0,103
5936,2,1200.0,2,2,45.0,240
5937,2,1308.0,2,1,58.86,203
5938,2,1024.0,2,2,44.0,151
5939,2,1194.0,2,2,47.0,187
5940,3,1450.0,3,1,75.0,130
5941,3,1639.0,3,3,120.0,207
5942,3,1870.0,3,2,138.0,234
5943,2,1232.0,2,1,87.0,99
5944,3,1719.0,3,1,184.0,134
5945,2,975.0,2,1,24.86,58
5946,3,2000.0,4,0,130.0,240
5947,2,1230.0,2,1,79.0,114
5948,4,1350.0,4,2,140.0,240
5949,2,1076.0,2,2,67.0,119
5950,3,995.0,2,2,34.82,240
5951,3,2120.0,3,2,177.0,143
5952,6,850.0,6,2,78.0,240
5953,2,1096.0,2,2,40.55,77
5954,2,1107.83,2,1,41.51,101
5955,2,1320.0,2,2,115.0,203
5956,3,1431.5,3,0,72.02,8
5957,2,1320.0,2,1,99.26,234
5958,3,2901.0,4,2,190.0,234
5959,3,1315.0,2,2,65.0,81
5960,2,1000.0,2,1,44.0,240
5961,3,1596.0,3,3,79.8,105
5962,3,1750.0,3,0,130.0,37
5963,4,2403.0,4,2,270.0,234
5964,3,1350.0,3,2,47.25,183
5965,4,4062.5,2,0,341.0,183
5966,2,1175.0,2,2,79.0,240
5967,2,921.0,2,1,29.47,217
5968,3,1713.0,3,3,125.0,215
5969,2,1200.0,2,0,43.0,240
5970,3,1900.0,4,1,90.0,8
5971,3,1664.0,3,2,68.0,152
5972,3,1795.0,3,2,139.0,48
5973,1,600.0,1,1,19.5,141
5974,2,1240.0,2,3,65.0,100
5975,3,1965.0,4,2,132.0,97
5976,4,4111.0,4,1,370.0,202
5977,2,1200.0,2,2,59.76,79
5978,2,1112.0,2,3,68.0,240
5979,3,3000.0,3,2,60.0,193
5980,2,1136.0,2,3,64.5,160
5981,2,914.0,2,2,55.0,117
5982,3,1270.0,2,1,50.79,189
5983,2,1050.0,2,2,47.25,192
5984,3,1385.0,2,2,68.5,165
5985,2,990.0,2,3,35.0,240
5986,2,845.0,2,2,43.0,236
5987,2,1485.0,2,1,96.51,234
5988,3,1460.0,2,3,43.79,130
5989,2,1450.0,2,1,57.0,218
5990,3,1360.0,2,1,53.0,92
5991,2,1375.0,2,3,58.0,210
5992,2,1125.0,2,1,48.0,225
5993,1,720.0,1,1,60.0,29
5994,3,1460.0,2,2,100.0,7
5995,2,1107.0,2,2,40.0,240
5996,2,1158.0,2,3,75.0,240
5997,2,800.0,1,1,30.0,235
5998,3,1760.0,3,2,128.0,46
5999,4,3200.0,4,2,200.0,240
6000,3,1350.0,3,1,60.0,216
6001,2,1125.0,2,1,32.49,240
6002,3,1706.0,3,3,154.0,80
6003,3,1600.0,3,2,112.0,25
6004,2,1200.0,2,0,90.0,240
6005,3,1755.0,3,3,101.0,234
6006,2,1200.0,2,1,50.0,108
6007,2,1200.0,2,2,67.0,23
6008,2,1266.67,2,0,69.0,240
6009,3,1800.0,3,2,90.0,240
6010,3,1300.0,3,2,64.0,2
6011,3,800.0,3,3,60.0,240
6012,2,1029.5,2,0,50.855,171
6013,2,1128.0,2,2,40.0,193
6014,2,2000.0,2,1,160.0,240
6015,2,1210.0,2,1,80.0,186
6016,2,1151.0,2,2,39.0,193
6017,3,1464.0,3,2,56.0,240
6018,2,1017.0,2,2,27.0,77
6019,2,920.0,2,1,40.0,203
6020,3,1750.0,3,3,86.5,169
6021,2,1163.0,2,1,65.0,66
6022,3,1650.0,3,3,110.0,7
6023,3,1800.0,3,3,95.0,240
6024,2,1100.0,2,1,58.0,56
6025,2,1200.0,2,2,60.0,191
6026,3,1410.0,3,2,65.0,240
6027,3,1933.0,3,2,98.0,42
6028,2,1200.0,2,2,45.6,42
6029,3,1608.0,2,3,63.0,234
6030,4,2679.0,5,2,280.0,240
6031,2,1156.0,2,2,46.9,102
6032,2,1230.0,2,0,75.0,240
6033,1,770.0,1,1,43.82,134
6034,3,1777.26,3,2,105.0,20
6035,2,1339.0,2,2,85.0,131
6036,3,3044.0,3,2,183.0,203
6037,2,1080.0,2,2,44.8,240
6038,2,2400.0,2,2,135.0,240
6039,3,1450.0,3,3,72.0,108
6040,2,1075.0,2,2,53.0,150
6041,3,1163.0,2,2,62.0,203
6042,2,1200.0,2,0,65.0,216
6043,4,3090.0,4,0,325.0,165
6044,2,1299.0,2,1,100.0,95
6045,2,1130.0,2,1,32.63,77
6046,2,1170.0,2,2,75.0,91
6047,3,2195.0,2,0,152.0,113
6048,4,2600.0,4,3,175.0,236
6049,2,1140.0,2,1,43.32,119
6050,3,1900.0,3,3,125.0,131
6051,2,1090.0,2,1,31.48,52
6052,2,1110.0,2,1,39.95,77
6053,1,705.0,1,1,57.0,177
6054,2,1089.0,2,1,60.0,90
6055,2,880.0,2,1,48.0,240
6056,2,1080.0,2,2,32.0,141
6057,2,1093.0,2,1,68.1,218
6058,3,1480.0,3,1,75.48,31
6059,3,1703.0,3,2,125.0,97
6060,2,1200.0,2,1,60.0,95
6061,3,1690.0,3,2,116.0,165
6062,2,1305.0,2,1,78.0,236
6063,3,1257.0,2,2,40.22,217
6064,2,1150.0,2,2,45.0,240
6065,2,1194.0,2,0,55.0,240
6066,3,2000.0,3,1,90.0,240
6067,3,1500.0,4,1,99.0,18
6068,2,1025.0,2,0,42.5,240
6069,2,980.0,2,1,38.19,101
6070,3,1200.0,2,1,100.0,105
6071,3,2225.0,3,1,149.0,234
6072,2,1022.0,2,2,57.0,240
6073,4,882.0,3,0,72.0,240
6074,2,1153.0,2,2,45.0,178
6075,2,1175.0,2,2,60.0,185
6076,3,1560.0,3,3,68.0,229
6077,1,650.0,1,1,17.0,237
6078,3,600.0,3,2,65.0,240
6079,2,1350.0,3,2,55.0,47
6080,2,1200.0,2,1,76.0,240
6081,2,1200.0,1,1,54.0,240
6082,2,800.0,2,1,25.0,58
6083,4,2093.0,4,1,104.0,77
6084,3,1320.0,2,2,55.44,225
6085,2,1275.0,2,1,73.0,37
6086,2,1215.0,2,2,43.13,42
6087,2,1130.0,2,1,45.2,130
6088,3,1444.0,2,2,71.5,42
6089,2,950.0,2,2,38.0,240
6090,2,1000.0,1,0,90.0,184
6091,3,1240.0,2,2,59.52,30
6092,2,1231.0,2,2,50.0,98
6093,2,1300.0,2,1,120.0,44
6094,3,1713.0,3,2,110.0,239
6095,2,1200.0,2,1,53.33,146
6096,3,3004.0,4,0,158.0,203
6097,3,1310.0,2,0,46.0,213
6098,2,790.0,2,1,49.5,115
6099,3,1605.0,3,2,100.0,240
6100,2,1250.0,2,2,82.0,234
6101,3,1260.0,2,2,76.0,214
6102,3,1615.0,3,1,175.0,194
6103,2,1180.0,2,1,56.0,236
6104,3,1255.0,2,2,50.19,225
6105,2,1025.0,2,1,53.9,77
6106,3,1877.0,4,2,150.0,203
6107,3,1649.0,3,2,150.0,157
6108,5,2500.0,5,2,125.0,98
6109,3,1542.0,3,2,98.0,240
6110,2,1418.0,2,2,105.0,219
6111,2,1012.0,2,0,42.0,240
6112,2,1200.0,2,1,65.0,58
6113,2,1115.0,2,2,43.0,203
6114,3,1680.0,4,3,95.0,86
6115,2,1171.0,2,2,72.0,183
6116,2,1027.0,2,1,68.62,223
6117,3,1700.0,3,3,75.0,208
6118,2,1090.0,2,2,38.15,130
6119,2,1232.0,2,1,74.0,99
6120,2,766.0,2,2,28.0,18
6121,1,525.0,1,1,27.0,131
6122,3,1452.0,2,1,41.0,113
6123,3,1254.0,2,1,65.0,63
6124,5,3600.0,5,0,110.0,240
6125,3,1593.0,3,1,118.0,131
6126,2,1333.0,2,2,77.27,240
6127,3,1100.0,3,1,110.0,240
6128,3,1375.0,2,1,54.99,193
6129,3,1650.0,3,3,82.0,20
6130,3,1430.0,2,2,51.48,218
6131,2,940.0,2,1,54.0,77
6132,1,435.0,1,1,21.0,77
6133,2,1160.0,2,2,36.54,42
6134,3,1500.0,2,1,77.5,77
6135,3,1890.0,2,1,100.0,148
6136,2,1050.0,2,1,70.0,240
6137,2,1027.0,2,2,43.0,93
6138,3,1495.0,2,0,61.28,234
6139,3,3000.0,4,2,235.0,207
6140,3,1459.0,2,1,95.0,223
6141,3,1711.0,3,3,85.61,236
6142,2,1250.0,2,2,98.0,100
6143,1,645.0,1,1,16.45,58
6144,2,875.0,2,1,57.0,16
6145,2,1334.0,2,1,67.0,197
6146,2,1140.0,2,1,32.92,240
6147,2,1115.0,2,2,50.0,203
6148,3,1776.0,3,1,190.0,194
6149,3,2072.0,4,2,160.0,219
6150,3,1600.0,3,2,170.0,154
6151,6,1200.0,4,2,115.0,240
6152,2,920.0,2,3,39.0,140
6153,2,778.0,2,0,25.29,58
6154,4,1310.0,3,3,95.0,175
6155,3,1631.0,3,2,80.0,77
6156,1,525.0,1,1,27.5,131
6157,3,1395.0,3,3,82.0,115
6158,3,2000.0,3,2,105.0,240
6159,2,1232.0,2,1,66.0,99
6160,2,1075.0,2,1,55.0,240
6161,2,1205.0,2,2,70.0,87
6162,4,2340.0,5,1,129.0,195
6163,3,1179.0,2,1,55.0,198
6164,2,1013.0,2,1,51.0,143
6165,2,1160.0,2,2,40.6,225
6166,2,1200.0,2,2,62.5,7
6167,3,1255.0,2,3,50.19,225
6168,2,1069.0,2,1,55.0,240
6169,3,1200.0,3,2,99.0,240
6170,2,1065.0,2,2,55.0,165
6171,2,1395.0,2,0,75.0,157
6172,3,1725.0,2,1,165.0,96
6173,2,1007.0,2,2,43.0,240
6174,3,1436.0,2,2,55.0,139
6175,6,4250.0,6,3,150.0,240
6176,3,1645.0,3,2,117.0,95
6177,2,1200.0,2,0,58.0,139
6178,2,940.0,2,1,43.61,171
6179,6,4300.0,6,2,175.0,119
6180,3,1740.0,3,2,191.0,112
6181,2,1194.0,2,2,47.0,93
6182,3,1829.0,3,2,125.0,70
6183,4,1800.0,4,3,178.0,234
6184,2,1000.0,2,1,60.0,240
6185,3,5720.0,3,0,350.0,240
6186,2,675.0,1,1,15.0,240
6187,2,1390.0,2,2,95.0,95
6188,3,1500.0,3,2,104.0,157
6189,3,2047.0,3,2,136.0,230
6190,2,1202.0,2,1,79.0,114
6191,2,1012.0,2,1,59.0,240
6192,3,2132.0,3,3,80.0,88
6193,1,605.0,1,1,40.0,234
6194,2,1331.0,2,1,88.0,94
6195,2,1200.0,2,0,69.0,166
6196,2,1200.0,2,1,136.0,199
6197,3,600.0,2,1,50.0,128
6198,3,1280.0,2,2,49.0,240
6199,2,1007.0,2,1,62.0,28
6200,3,1370.0,2,1,61.0,218
6201,2,925.0,2,2,35.0,240
6202,2,1500.0,2,0,75.0,216
6203,1,450.0,1,1,12.5,22
6204,2,1341.0,2,1,95.0,99
6205,3,1350.0,2,2,47.25,2
6206,2,992.0,2,1,60.0,223
6207,2,1163.0,2,2,68.0,225
6208,2,1229.0,2,2,70.0,203
6209,2,600.0,2,2,39.0,240
6210,2,1219.0,2,1,61.26,78
6211,3,1525.0,2,2,99.13,193
6212,2,1147.0,2,1,60.0,134
6213,3,1412.0,2,3,88.0,12
6214,2,1044.0,2,1,34.77,203
6215,2,1190.0,2,2,63.0,174
6216,3,1240.0,2,2,65.0,240
6217,3,1352.0,3,1,65.0,117
6218,2,1100.0,2,2,55.0,240
6219,3,1330.0,2,2,39.9,225
6220,3,1700.0,3,2,111.0,240
6221,2,1355.0,2,1,67.0,77
6222,2,1200.0,2,1,46.0,197
6223,1,400.0,2,1,25.0,139
6224,2,1342.0,2,0,70.0,203
6225,3,1615.0,3,2,50.87,42
6226,2,1340.0,2,1,65.0,240
6227,2,1200.0,2,1,54.0,240
6228,2,1080.0,2,1,52.0,68
6229,2,1600.0,2,1,31.0,240
6230,2,1200.0,2,0,34.0,77
6231,3,2700.0,3,2,150.0,99
6232,3,1780.0,3,0,110.0,240
6233,3,1605.0,3,2,65.0,15
6234,3,646.0,2,1,65.0,240
6235,2,1200.0,2,2,80.0,128
6236,2,900.0,2,0,49.0,166
6237,3,1830.0,3,1,88.0,202
6238,5,1800.0,4,1,68.0,240
6239,3,715.0,2,0,32.0,58
6240,3,1230.0,2,2,31.37,58
6241,2,1065.0,2,1,42.59,225
6242,3,900.0,2,0,65.0,240
6243,2,946.0,2,2,45.0,240
6244,1,1500.0,1,0,60.0,156
6245,3,1711.0,3,1,110.0,203
6246,2,950.0,2,1,25.65,58
6247,3,1656.0,3,2,80.0,152
6248,2,1075.0,2,1,46.76,225
6249,3,1752.12,3,2,133.0,94
6250,3,1540.0,3,3,85.0,240
6251,1,665.0,1,2,32.0,155
6252,3,1665.0,3,0,110.0,205
6253,2,1145.0,2,1,54.0,79
6254,2,1185.0,2,2,41.0,234
6255,3,1693.0,3,2,125.0,165
6256,3,2456.0,3,3,220.0,240
6257,2,1155.0,2,1,40.6,225
6258,3,1610.0,2,2,64.4,240
6259,3,1200.0,3,2,56.58,234
6260,3,1709.0,3,1,80.0,76
6261,4,600.0,4,0,60.0,15
6262,3,1400.0,2,1,50.0,85
6263,2,1200.0,2,1,42.0,119
6264,3,1439.0,3,1,57.23,240
6265,2,1375.0,2,2,72.0,134
6266,3,1200.0,2,1,75.0,230
6267,2,1315.0,2,3,75.0,236
6268,2,1500.0,2,0,40.0,75
6269,6,3600.0,6,1,200.0,236
6270,2,1178.0,2,3,82.0,230
6271,3,1430.0,3,2,59.0,37
6272,3,1400.0,2,2,65.8,160
6273,2,1093.0,2,2,72.0,218
6274,2,1200.0,2,1,45.0,102
6275,5,5000.0,6,1,360.0,159
6276,3,1200.0,2,0,130.0,0
6277,3,2210.0,3,2,156.0,234
6278,2,1150.0,2,2,70.0,225
6279,3,1435.0,2,1,60.0,240
6280,2,1173.0,2,1,78.2,234
6281,2,1140.0,2,1,39.0,218
6282,3,1717.0,3,3,120.0,240
6283,2,1325.0,2,0,65.0,162
6284,3,1370.0,3,2,67.0,100
6285,2,1025.0,2,1,90.0,79
6286,3,1409.0,2,3,62.0,240
6287,2,1200.0,2,1,52.0,43
6288,2,1200.0,2,1,53.5,218
6289,3,1740.0,4,3,130.0,234
6290,2,1232.0,2,1,88.0,99
6291,2,1200.0,2,1,36.0,58
6292,4,5924.0,4,3,625.0,234
6293,2,1250.0,2,1,50.0,240
6294,4,2100.0,4,2,85.0,50
6295,1,552.0,1,1,23.5,5
6296,3,1065.0,2,2,42.59,225
6297,2,1225.0,2,0,65.0,240
6298,1,650.0,1,0,16.0,240
6299,2,1067.0,2,2,52.0,184
6300,3,1364.0,2,2,56.0,202
6301,3,1750.0,3,3,75.0,240
6302,2,1240.0,2,1,71.0,37
6303,2,1200.0,2,0,75.0,108
6304,3,1540.0,3,0,75.0,122
6305,3,1504.0,2,2,102.0,240
6306,2,1116.0,2,1,49.8,240
6307,3,2365.0,4,2,175.0,99
6308,2,1308.0,2,2,37.0,204
6309,2,864.0,2,0,45.0,230
6310,3,1069.0,2,0,38.0,106
6311,2,1333.0,2,1,100.0,95
6312,4,1800.0,4,1,145.0,240
6313,4,6136.0,4,0,550.0,68
6314,3,1698.0,3,2,107.0,218
6315,3,1275.0,2,2,43.6,113
6316,2,1060.0,2,1,48.0,193
6317,2,1160.0,2,1,49.0,98
6318,3,1484.0,2,0,65.0,203
6319,3,675.0,3,1,70.0,104
6320,2,1310.0,2,1,66.0,99
6321,4,3000.0,4,0,240.0,240
6322,3,2145.0,3,2,165.0,226
6323,3,1693.0,3,1,125.0,165
6324,3,1230.0,3,3,60.0,117
6325,3,1310.0,2,1,37.83,52
6326,2,1150.0,2,1,60.0,240
6327,3,1385.0,2,2,66.5,169
6328,2,1066.0,2,2,52.5,223
6329,3,2293.0,3,2,80.26,218
6330,3,720.0,3,1,81.0,222
6331,3,1625.0,3,3,92.0,240
6332,2,1246.0,2,1,67.4,233
6333,4,2400.0,4,3,250.0,240
6334,6,3900.0,6,0,195.0,193
6335,2,1000.0,2,1,70.65,7
6336,2,907.0,2,2,38.0,177
6337,4,3500.0,4,0,138.0,224
6338,3,1395.0,2,3,79.0,226
6339,2,1180.0,2,2,50.0,240
6340,5,1903.0,6,2,140.0,34
6341,2,1175.0,2,1,47.0,77
6342,2,1272.0,2,2,51.5,240
6343,3,1490.0,2,1,92.0,240
6344,2,1144.0,2,2,67.0,239
6345,4,2400.0,5,0,140.0,240
6346,2,1143.0,2,1,53.0,103
6347,3,2500.0,3,2,190.0,133
6348,2,1216.0,2,1,75.0,234
6349,2,1044.0,2,1,60.0,240
6350,2,1352.0,3,1,93.0,190
6351,3,1552.0,3,3,75.0,99
6352,3,1785.0,3,2,120.0,43
6353,2,810.0,2,2,34.5,185
6354,3,1650.0,3,2,51.98,32
6355,3,1595.0,3,2,70.39,240
6356,2,1060.0,2,1,35.0,234
6357,3,1410.0,2,3,65.0,26
6358,3,1523.0,2,2,56.0,174
6359,3,1591.0,3,1,122.0,131
