,location,size,total_sqft,bath,balcony,price,price_per_sqft,encoded_loc
6143,Chandapura,1,645.0,1,1,16.45,2550.3875968992247,58
6144,Anandapura,2,875.0,2,1,57.0,6514.285714285715,16
6145,Ramamurthy Nagar,2,1334.0,2,1,67.0,5022.488755622189,197
6146,others,2,1140.0,2,1,32.92,2887.719298245614,240
6147,Sarjapur  Road,2,1115.0,2,2,50.0,4484.304932735426,203
6148,Rajaji Nagar,3,1776.0,3,1,190.0,10698.198198198199,194
6149,Thigalarapalya,3,2072.0,4,2,160.0,7722.007722007722,219
6150,Kundalahalli,3,1600.0,3,2,170.0,10625.0,154
6151,others,6,1200.0,4,2,115.0,9583.333333333334,240
6152,Kengeri Satellite Town,2,920.0,2,3,39.0,4239.130434782609,140
6153,Chandapura,2,778.0,2,0,25.29,3250.642673521851,58
6154,Nagasandra,4,1310.0,3,3,95.0,7251.908396946565,175
6155,Electronic City,3,1631.0,3,2,80.0,4904.9662783568365,77
6156,Kanakpura Road,1,525.0,1,1,27.5,5238.0952380952385,131
6157,Jalahalli,3,1395.0,3,3,82.0,5878.136200716845,115
6158,others,3,2000.0,3,2,105.0,5250.0,240
6159,Hennur Road,2,1232.0,2,1,66.0,5357.142857142857,99
6160,others,2,1075.0,2,1,55.0,5116.279069767442,240
6161,Gubbalala,2,1205.0,2,2,70.0,5809.128630705394,87
6162,Rajiv Nagar,4,2340.0,5,1,129.0,5512.820512820513,195
6163,Rayasandra,3,1179.0,2,1,55.0,4664.970313825275,198
6164,Kodigehaali,2,1013.0,2,1,51.0,5034.550839091807,143
6165,Uttarahalli,2,1160.0,2,2,40.6,3500.0,225
6166,7th Phase JP Nagar,2,1200.0,2,2,62.5,5208.333333333333,7
6167,Uttarahalli,3,1255.0,2,3,50.19,3999.203187250996,225
6168,others,2,1069.0,2,1,55.0,5144.9953227315245,240
6169,others,3,1200.0,3,2,99.0,8250.0,240
6170,Marathahalli,2,1065.0,2,2,55.0,5164.319248826291,165
6171,Lakshminarayana Pura,2,1395.0,2,0,75.0,5376.344086021505,157
6172,Hebbal Kempapura,3,1725.0,2,1,165.0,9565.217391304348,96
6173,others,2,1007.0,2,2,43.0,4270.109235352532,240
6174,Kengeri,3,1436.0,2,2,55.0,3830.08356545961,139
6175,others,6,4250.0,6,3,150.0,3529.4117647058824,240
6176,Hebbal,3,1645.0,3,2,117.0,7112.462006079028,95
6177,Kengeri,2,1200.0,2,0,58.0,4833.333333333333,139
6178,Mysore Road,2,940.0,2,1,43.61,4639.36170212766,171
6179,KR Puram,6,4300.0,6,2,175.0,4069.767441860465,119
6180,Indira Nagar,3,1740.0,3,2,191.0,10977.011494252874,112
6181,Haralur Road,2,1194.0,2,2,47.0,3936.348408710218,93
6182,Dodda Nekkundi,3,1829.0,3,2,125.0,6834.3357025697105,70
6183,Whitefield,4,1800.0,4,3,178.0,9888.888888888889,234
6184,others,2,1000.0,2,1,60.0,6000.0,240
6185,others,3,5720.0,3,0,350.0,6118.881118881119,240
6186,others,2,675.0,1,1,15.0,2222.222222222222,240
6187,Hebbal,2,1390.0,2,2,95.0,6834.53237410072,95
6188,Lakshminarayana Pura,3,1500.0,3,2,104.0,6933.333333333333,157
6189,Vijayanagar,3,2047.0,3,2,136.0,6643.869076697606,230
6190,Jakkur,2,1202.0,2,1,79.0,6572.379367720466,114
6191,others,2,1012.0,2,1,59.0,5830.0395256917,240
6192,Gunjur,3,2132.0,3,3,80.0,3752.34521575985,88
6193,Whitefield,1,605.0,1,1,40.0,6611.570247933884,234
6194,Harlur,2,1331.0,2,1,88.0,6611.570247933884,94
6195,Margondanahalli,2,1200.0,2,0,69.0,5750.0,166
6196,Sahakara Nagar,2,1200.0,2,1,136.0,11333.333333333334,199
6197,Kammanahalli,3,600.0,2,1,50.0,8333.333333333334,128
6198,others,3,1280.0,2,2,49.0,3828.125,240
6199,Balagere,2,1007.0,2,1,62.0,6156.901688182721,28
6200,Thanisandra,3,1370.0,2,1,61.0,4452.554744525547,218
6201,others,2,925.0,2,2,35.0,3783.7837837837837,240
6202,TC Palaya,2,1500.0,2,0,75.0,5000.0,216
6203,Attibele,1,450.0,1,1,12.5,2777.777777777778,22
6204,Hennur Road,2,1341.0,2,1,95.0,7084.265473527218,99
6205,2nd Phase Judicial Layout,3,1350.0,2,2,47.25,3500.0,2
6206,Tumkur Road,2,992.0,2,1,60.0,6048.387096774193,223
6207,Uttarahalli,2,1163.0,2,2,68.0,5846.947549441101,225
6208,Sarjapur  Road,2,1229.0,2,2,70.0,5695.6875508543535,203
6209,others,2,600.0,2,2,39.0,6500.0,240
6210,Electronic City Phase II,2,1219.0,2,1,61.26,5025.430680885972,78
6211,Raja Rajeshwari Nagar,3,1525.0,2,2,99.13,6500.327868852459,193
6212,Kasavanhalli,2,1147.0,2,1,60.0,5231.037489102006,134
6213,Akshaya Nagar,3,1412.0,2,3,88.0,6232.294617563739,12
6214,Sarjapur  Road,2,1044.0,2,1,34.77,3330.459770114943,203
6215,Nagarbhavi,2,1190.0,2,2,63.0,5294.117647058823,174
6216,others,3,1240.0,2,2,65.0,5241.935483870968,240
6217,Jigani,3,1352.0,3,1,65.0,4807.692307692308,117
6218,others,2,1100.0,2,2,55.0,5000.0,240
6219,Uttarahalli,3,1330.0,2,2,39.9,3000.0,225
6220,others,3,1700.0,3,2,111.0,6529.411764705882,240
6221,Electronic City,2,1355.0,2,1,67.0,4944.649446494465,77
6222,Ramamurthy Nagar,2,1200.0,2,1,46.0,3833.3333333333335,197
6223,Kengeri,1,400.0,2,1,25.0,6250.0,139
6224,Sarjapur  Road,2,1342.0,2,0,70.0,5216.095380029807,203
6225,Begur Road,3,1615.0,3,2,50.87,3149.84520123839,42
6226,others,2,1340.0,2,1,65.0,4850.746268656716,240
6227,others,2,1200.0,2,1,54.0,4500.0,240
6228,Devanahalli,2,1080.0,2,1,52.0,4814.814814814815,68
6229,others,2,1600.0,2,1,31.0,1937.5,240
6230,Electronic City,2,1200.0,2,0,34.0,2833.3333333333335,77
6231,Hennur Road,3,2700.0,3,2,150.0,5555.555555555556,99
6232,others,3,1780.0,3,0,110.0,6179.775280898876,240
6233,Amruthahalli,3,1605.0,3,2,65.0,4049.8442367601247,15
6234,others,3,646.0,2,1,65.0,10061.919504643964,240
6235,Kammanahalli,2,1200.0,2,2,80.0,6666.666666666667,128
6236,Margondanahalli,2,900.0,2,0,49.0,5444.444444444444,166
6237,Sarjapur,3,1830.0,3,1,88.0,4808.743169398907,202
6238,others,5,1800.0,4,1,68.0,3777.777777777778,240
6239,Chandapura,3,715.0,2,0,32.0,4475.524475524476,58
6240,Chandapura,3,1230.0,2,2,31.37,2550.4065040650407,58
6241,Uttarahalli,2,1065.0,2,1,42.59,3999.06103286385,225
6242,others,3,900.0,2,0,65.0,7222.222222222223,240
6243,others,2,946.0,2,2,45.0,4756.871035940803,240
6244,Laggere,1,1500.0,1,0,60.0,4000.0,156
6245,Sarjapur  Road,3,1711.0,3,1,110.0,6428.988895382817,203
6246,Chandapura,2,950.0,2,1,25.65,2700.0,58
6247,Kudlu Gate,3,1656.0,3,2,80.0,4830.917874396136,152
6248,Uttarahalli,2,1075.0,2,1,46.76,4349.767441860465,225
6249,Harlur,3,1752.12,3,2,133.0,7590.80428281168,94
6250,others,3,1540.0,3,3,85.0,5519.480519480519,240
6251,LB Shastri Nagar,1,665.0,1,2,32.0,4812.0300751879695,155
6252,Sector 2 HSR Layout,3,1665.0,3,0,110.0,6606.606606606607,205
6253,Electronics City Phase 1,2,1145.0,2,1,54.0,4716.157205240174,79
6254,Whitefield,2,1185.0,2,2,41.0,3459.915611814346,234
6255,Marathahalli,3,1693.0,3,2,125.0,7383.343177790904,165
6256,others,3,2456.0,3,3,220.0,8957.654723127036,240
6257,Uttarahalli,2,1155.0,2,1,40.6,3515.151515151515,225
6258,others,3,1610.0,2,2,64.4,4000.0000000000005,240
6259,Whitefield,3,1200.0,3,2,56.58,4715.0,234
6260,EPIP Zone,3,1709.0,3,1,80.0,4681.100058513751,76
6261,Amruthahalli,4,600.0,4,0,60.0,10000.0,15
6262,Gottigere,3,1400.0,2,1,50.0,3571.4285714285716,85
6263,KR Puram,2,1200.0,2,1,42.0,3500.0,119
6264,others,3,1439.0,3,1,57.23,3977.067407922168,240
6265,Kasavanhalli,2,1375.0,2,2,72.0,5236.363636363636,134
6266,Vijayanagar,3,1200.0,2,1,75.0,6250.0,230
6267,Yelahanka,2,1315.0,2,3,75.0,5703.42205323194,236
6268,Dommasandra,2,1500.0,2,0,40.0,2666.6666666666665,75
6269,Yelahanka,6,3600.0,6,1,200.0,5555.555555555556,236
6270,Vijayanagar,2,1178.0,2,3,82.0,6960.950764006791,230
6271,Bannerghatta Road,3,1430.0,3,2,59.0,4125.874125874126,37
6272,Mahadevpura,3,1400.0,2,2,65.8,4700.0,160
6273,Thanisandra,2,1093.0,2,2,72.0,6587.374199451052,218
6274,Horamavu Banaswadi,2,1200.0,2,1,45.0,3750.0,102
6275,Magadi Road,5,5000.0,6,1,360.0,7200.0,159
6276,1st Block Jayanagar,3,1200.0,2,0,130.0,10833.333333333334,0
6277,Whitefield,3,2210.0,3,2,156.0,7058.823529411765,234
6278,Uttarahalli,2,1150.0,2,2,70.0,6086.95652173913,225
6279,others,3,1435.0,2,1,60.0,4181.184668989547,240
6280,Whitefield,2,1173.0,2,1,78.2,6666.666666666667,234
6281,Thanisandra,2,1140.0,2,1,39.0,3421.0526315789475,218
6282,others,3,1717.0,3,3,120.0,6988.934187536401,240
6283,Mallasandra,2,1325.0,2,0,65.0,4905.66037735849,162
6284,Hoodi,3,1370.0,3,2,67.0,4890.510948905109,100
6285,Electronics City Phase 1,2,1025.0,2,1,90.0,8780.487804878048,79
6286,others,3,1409.0,2,3,62.0,4400.28388928318,240
6287,Bellandur,2,1200.0,2,1,52.0,4333.333333333333,43
6288,Thanisandra,2,1200.0,2,1,53.5,4458.333333333333,218
6289,Whitefield,3,1740.0,4,3,130.0,7471.264367816092,234
6290,Hennur Road,2,1232.0,2,1,88.0,7142.857142857143,99
6291,Chandapura,2,1200.0,2,1,36.0,3000.0,58
6292,Whitefield,4,5924.0,4,3,625.0,10550.303848750844,234
6293,others,2,1250.0,2,1,50.0,4000.0,240
6294,Bommanahalli,4,2100.0,4,2,85.0,4047.6190476190477,50
6295,5th Phase JP Nagar,1,552.0,1,1,23.5,4257.246376811594,5
6296,Uttarahalli,3,1065.0,2,2,42.59,3999.06103286385,225
6297,others,2,1225.0,2,0,65.0,5306.122448979592,240
6298,others,1,650.0,1,0,16.0,2461.5384615384614,240
6299,Padmanabhanagar,2,1067.0,2,2,52.0,4873.477038425492,184
6300,Sarjapur,3,1364.0,2,2,56.0,4105.571847507332,202
6301,others,3,1750.0,3,3,75.0,4285.714285714285,240
6302,Bannerghatta Road,2,1240.0,2,1,71.0,5725.806451612903,37
6303,Hulimavu,2,1200.0,2,0,75.0,6250.0,108
6304,Kaggadasapura,3,1540.0,3,0,75.0,4870.12987012987,122
6305,others,3,1504.0,2,2,102.0,6781.914893617021,240
6306,others,2,1116.0,2,1,49.8,4462.365591397849,240
6307,Hennur Road,3,2365.0,4,2,175.0,7399.577167019028,99
6308,Sarjapura - Attibele Road,2,1308.0,2,2,37.0,2828.7461773700306,204
6309,Vijayanagar,2,864.0,2,0,45.0,5208.333333333333,230
6310,Hoskote,3,1069.0,2,0,38.0,3554.724041159963,106
6311,Hebbal,2,1333.0,2,1,100.0,7501.875468867217,95
6312,others,4,1800.0,4,1,145.0,8055.555555555556,240
6313,Devanahalli,4,6136.0,4,0,550.0,8963.49413298566,68
6314,Thanisandra,3,1698.0,3,2,107.0,6301.531213191991,218
6315,JP Nagar,3,1275.0,2,2,43.6,3419.607843137255,113
6316,Raja Rajeshwari Nagar,2,1060.0,2,1,48.0,4528.301886792453,193
6317,Hennur,2,1160.0,2,1,49.0,4224.137931034483,98
6318,Sarjapur  Road,3,1484.0,2,0,65.0,4380.053908355795,203
6319,Hosa Road,3,675.0,3,1,70.0,10370.37037037037,104
6320,Hennur Road,2,1310.0,2,1,66.0,5038.167938931298,99
6321,others,4,3000.0,4,0,240.0,8000.0,240
6322,Varthur,3,2145.0,3,2,165.0,7692.307692307692,226
6323,Marathahalli,3,1693.0,3,1,125.0,7383.343177790904,165
6324,Jigani,3,1230.0,3,3,60.0,4878.048780487805,117
6325,Bommasandra Industrial Area,3,1310.0,2,1,37.83,2887.7862595419847,52
6326,others,2,1150.0,2,1,60.0,5217.391304347826,240
6327,Munnekollal,3,1385.0,2,2,66.5,4801.444043321299,169
6328,Tumkur Road,2,1066.0,2,2,52.5,4924.953095684803,223
6329,Thanisandra,3,2293.0,3,2,80.26,3500.2180549498476,218
6330,Tindlu,3,720.0,3,1,81.0,11250.0,222
6331,others,3,1625.0,3,3,92.0,5661.538461538462,240
6332,Vittasandra,2,1246.0,2,1,67.4,5409.309791332264,233
6333,others,4,2400.0,4,3,250.0,10416.666666666666,240
6334,Raja Rajeshwari Nagar,6,3900.0,6,0,195.0,5000.0,193
6335,7th Phase JP Nagar,2,1000.0,2,1,70.65,7065.000000000001,7
6336,Nagavarapalya,2,907.0,2,2,38.0,4189.636163175303,177
6337,Ulsoor,4,3500.0,4,0,138.0,3942.8571428571427,224
6338,Varthur,3,1395.0,2,3,79.0,5663.082437275985,226
6339,others,2,1180.0,2,2,50.0,4237.28813559322,240
6340,Banaswadi,5,1903.0,6,2,140.0,7356.8050446663165,34
6341,Electronic City,2,1175.0,2,1,47.0,4000.0,77
6342,others,2,1272.0,2,2,51.5,4048.7421383647797,240
6343,others,3,1490.0,2,1,92.0,6174.496644295302,240
6344,Yeshwanthpur,2,1144.0,2,2,67.0,5856.643356643357,239
6345,others,4,2400.0,5,0,140.0,5833.333333333333,240
6346,Hormavu,2,1143.0,2,1,53.0,4636.920384951881,103
6347,Karuna Nagar,3,2500.0,3,2,190.0,7600.0,133
6348,Whitefield,2,1216.0,2,1,75.0,6167.763157894737,234
6349,others,2,1044.0,2,1,60.0,5747.126436781609,240
6350,Prithvi Layout,2,1352.0,3,1,93.0,6878.698224852071,190
6351,Hennur Road,3,1552.0,3,3,75.0,4832.474226804124,99
6352,Bellandur,3,1785.0,3,2,120.0,6722.689075630252,43
6353,Pai Layout,2,810.0,2,2,34.5,4259.259259259259,185
6354,Banashankari Stage V,3,1650.0,3,2,51.98,3150.3030303030305,32
6355,others,3,1595.0,3,2,70.39,4413.166144200627,240
6356,Whitefield,2,1060.0,2,1,35.0,3301.8867924528304,234
6357,Babusapalaya,3,1410.0,2,3,65.0,4609.929078014185,26
6358,Nagarbhavi,3,1523.0,2,2,56.0,3676.9533814839133,174
6359,Kanakpura Road,3,1591.0,3,1,122.0,7668.133249528599,131
6360,others,3,1640.0,3,3,84.0,5121.951219512195,240
6361,Yelahanka New Town,1,450.0,1,0,16.0,3555.5555555555557,237
6362,Bannerghatta Road,3,1305.0,2,2,60.0,4597.701149425287,37
6363,Yelahanka,3,1590.0,3,1,54.0,3396.2264150943397,236
6364,Kaggadasapura,2,1240.0,2,3,45.0,3629.032258064516,122
6365,others,2,1200.0,2,2,54.0,4500.0,240
6366,Dodda Nekkundi,2,1100.0,2,1,41.16,3741.8181818181815,70
6367,Koramangala,2,1180.0,2,1,128.0,10847.457627118643,148
6368,Sarjapur  Road,2,1115.0,2,1,50.0,4484.304932735426,203
6369,Bisuvanahalli,2,845.0,2,1,33.0,3905.3254437869823,49
6370,Channasandra,3,1310.0,2,2,45.0,3435.114503816794,59
6371,Yelahanka,1,26136.0,1,0,150.0,573.921028466483,236
6372,others,2,959.0,2,1,42.5,4431.699687174139,240
6373,Kambipura,2,883.0,2,1,37.0,4190.260475651189,127
6374,Rachenahalli,2,1050.0,2,2,55.5,5285.714285714285,192
6375,Yelahanka,2,1390.0,2,2,70.21,5051.079136690647,236
6376,Kenchenahalli,3,1280.0,2,2,69.0,5390.625,138
6377,Yelahanka,3,1614.0,3,2,95.0,5885.9975216852545,236
6378,Kasturi Nagar,2,1000.0,2,0,58.0,5800.0,135
6379,Marathahalli,2,1196.0,2,2,57.9,4841.13712374582,165
6380,Sarjapur  Road,3,1220.0,3,2,57.0,4672.131147540984,203
6381,Ambalipura,2,950.0,2,1,31.95,3363.157894736842,13
6382,others,2,1141.0,2,1,55.0,4820.333041191937,240
6383,5th Phase JP Nagar,2,1200.0,2,2,51.0,4250.0,5
6384,Kasavanhalli,3,1380.0,2,2,55.0,3985.5072463768115,134
6385,Doddathoguru,2,855.0,2,1,32.0,3742.690058479532,73
6386,Chandapura,1,645.0,1,1,16.45,2550.3875968992247,58
6387,Chandapura,2,922.0,2,1,36.0,3904.5553145336225,58
6388,others,2,1200.0,2,2,43.2,3600.0,240
6389,others,3,1240.0,2,2,65.0,5241.935483870968,240
6390,7th Phase JP Nagar,2,1070.0,2,2,42.0,3925.233644859813,7
6391,others,2,1293.0,2,2,75.0,5800.46403712297,240
6392,R.T. Nagar,3,1380.0,2,1,50.0,3623.1884057971015,191
6393,Yelahanka New Town,3,1599.0,3,2,80.0,5003.126954346467,237
6394,Nehru Nagar,2,967.0,2,2,41.1,4250.258531540848,180
6395,others,3,1885.0,3,3,90.0,4774.535809018567,240
6396,others,2,860.0,2,2,65.5,7616.279069767442,240
6397,Yelahanka,1,1075.0,1,0,19.5,1813.953488372093,236
6398,Sarjapur  Road,2,1050.0,2,1,63.5,6047.619047619048,203
6399,Marathahalli,3,1595.0,3,2,88.0,5517.241379310345,165
6400,Sarjapur  Road,2,1350.0,2,2,102.0,7555.555555555556,203
6401,Hebbal,2,1204.0,2,2,45.0,3737.5415282392028,95
6402,Sarjapur  Road,4,2990.0,4,0,240.0,8026.755852842809,203
6403,Sarjapur  Road,2,1035.0,2,2,49.0,4734.299516908212,203
6404,ITPL,2,1000.0,2,1,29.95,2995.0,110
6405,Sarjapur  Road,3,1457.0,3,3,85.0,5833.905284831846,203
6406,Haralur Road,2,1194.0,2,2,47.0,3936.348408710218,93
6407,Bannerghatta,2,1100.0,2,1,66.0,6000.0,36
6408,Whitefield,3,1655.0,3,3,120.0,7250.755287009063,234
6409,Kanakpura Road,3,1691.2,3,1,115.0,6799.905392620624,131
6410,Ramagondanahalli,2,1215.0,2,1,46.1,3794.238683127572,196
6411,Kanakpura Road,2,1155.0,2,0,50.125,4339.82683982684,131
6412,Hoodi,3,1639.0,3,2,129.0,7870.65283709579,100
6413,Sarjapur  Road,3,1685.0,3,1,135.0,8011.86943620178,203
6414,Hormavu,2,1100.0,2,3,38.0,3454.5454545454545,103
6415,Marathahalli,3,2122.0,3,2,125.0,5890.66918001885,165
6416,Vasanthapura,2,1050.0,2,2,47.0,4476.190476190476,228
6417,Kengeri,2,1230.0,2,2,45.0,3658.5365853658536,139
6418,5th Phase JP Nagar,3,1240.0,3,2,60.0,4838.709677419355,5
6419,Electronic City Phase II,3,1252.0,2,3,65.0,5191.693290734825,78
6420,others,3,1374.0,2,2,88.0,6404.657933042213,240
6421,8th Phase JP Nagar,1,500.0,1,1,30.0,6000.0,8
6422,Hebbal,3,1355.0,3,2,83.87,6189.667896678967,95
6423,Banashankari,2,1040.0,2,3,45.0,4326.923076923077,29
6424,Sarjapur  Road,2,1350.0,2,2,68.0,5037.037037037037,203
6425,Hennur,3,2400.0,3,0,135.0,5625.0,98
6426,Haralur Road,3,1560.0,3,1,90.0,5769.2307692307695,93
6427,Anandapura,2,1151.0,2,1,43.16,3749.7827975673326,16
6428,Uttarahalli,3,1360.0,2,2,47.59,3499.264705882353,225
6429,others,2,1250.0,2,2,60.0,4800.0,240
6430,Chandapura,3,1110.0,2,2,29.97,2700.0,58
6431,Hennur Road,2,1015.0,2,2,50.0,4926.108374384236,99
6432,Kadugodi,3,1351.0,2,2,78.0,5773.501110288675,121
6433,Yelahanka New Town,2,960.0,2,2,50.0,5208.333333333333,237
6434,others,2,1110.0,2,2,52.0,4684.684684684685,240
6435,R.T. Nagar,3,1680.0,3,2,72.0,4285.714285714285,191
6436,Arekere,3,2400.0,3,1,180.0,7500.0,21
6437,others,3,1350.0,3,2,48.6,3600.0,240
6438,Horamavu Banaswadi,2,1254.0,2,2,47.0,3748.006379585327,102
6439,Haralur Road,3,1255.0,3,2,115.0,9163.346613545817,93
6440,CV Raman Nagar,2,1051.0,2,3,61.0,5803.996194100856,56
6441,Uttarahalli,2,1099.0,2,2,65.0,5914.467697907188,225
6442,Hebbal,3,2650.0,4,3,199.0,7509.433962264151,95
6443,others,4,2000.0,2,1,160.0,8000.0,240
6444,Yeshwanthpur,2,1541.0,2,2,130.0,8436.080467229072,239
6445,Sarjapur  Road,3,1200.0,3,2,70.0,5833.333333333333,203
6446,Whitefield,2,1125.0,2,2,45.0,4000.0,234
6447,Vittasandra,3,1650.0,3,2,85.0,5151.515151515152,233
6448,others,1,834.0,1,1,62.0,7434.052757793765,240
6449,Gollarapalya Hosahalli,3,1320.0,3,2,60.0,4545.454545454545,84
6450,Mysore Road,3,1500.0,3,2,74.0,4933.333333333333,171
6451,Whitefield,4,4400.0,5,2,500.0,11363.636363636364,234
6452,others,1,600.0,1,0,52.0,8666.666666666666,240
6453,Whitefield,2,1180.0,2,2,70.0,5932.203389830508,234
6454,Kadugodi,2,1010.0,2,1,50.0,4950.495049504951,121
6455,Channasandra,2,1070.0,2,1,38.0,3551.4018691588785,59
6456,Choodasandra,3,1580.0,3,3,105.0,6645.569620253164,63
6457,Green Glen Layout,3,2000.0,3,0,165.0,8250.0,86
6458,Iblur Village,3,1920.0,3,2,130.0,6770.833333333333,111
6459,Sanjay nagar,3,1200.0,2,1,76.0,6333.333333333333,200
6460,Kalena Agrahara,2,1040.0,2,2,45.0,4326.923076923077,125
6461,Hulimavu,3,1430.0,2,2,90.0,6293.706293706294,108
6462,Uttarahalli,3,1215.0,2,2,52.85,4349.794238683127,225
6463,Domlur,1,650.0,1,1,70.0,10769.23076923077,74
6464,Thanisandra,3,1564.0,3,1,105.0,6713.5549872122765,218
6465,others,3,800.0,2,1,52.0,6500.0,240
6466,Hormavu,2,750.0,2,0,58.0,7733.333333333333,103
6467,Kasavanhalli,2,1200.0,2,2,60.0,5000.0,134
6468,Raja Rajeshwari Nagar,2,1128.0,2,1,48.79,4325.354609929078,193
6469,Begur Road,2,1200.0,2,2,44.4,3700.0,42
6470,others,4,2000.0,4,1,135.0,6750.0,240
6471,others,3,2750.0,3,0,260.0,9454.545454545454,240
6472,Yelahanka,3,1650.0,3,3,105.0,6363.636363636364,236
6473,Yelahanka,2,1200.0,2,2,55.0,4583.333333333333,236
6474,others,6,900.0,5,0,100.0,11111.111111111111,240
6475,Kengeri Satellite Town,2,985.0,2,2,42.0,4263.959390862944,140
6476,Ramagondanahalli,3,1475.0,2,2,63.0,4271.186440677966,196
6477,Sarjapur  Road,3,1157.0,2,1,53.99,4666.3785652549695,203
6478,others,2,900.0,2,3,35.0,3888.8888888888887,240
6479,Gottigere,4,2500.0,3,2,120.0,4800.0,85
6480,GM Palaya,2,1030.0,2,1,60.0,5825.242718446602,81
6481,others,2,1000.0,2,1,46.0,4600.0,240
6482,Sarjapur  Road,4,3800.0,3,3,325.0,8552.631578947368,203
6483,Kasavanhalli,4,4260.0,4,2,333.0,7816.901408450704,134
6484,Brookefield,5,1950.0,6,3,175.0,8974.358974358975,54
6485,Kudlu,3,1570.0,2,2,65.94,4200.0,151
6486,Kanakapura,2,1283.0,2,2,68.0,5300.077942322681,130
6487,Electronic City Phase II,3,875.0,2,2,40.0,4571.428571428572,78
6488,others,2,1200.0,2,2,52.0,4333.333333333333,240
6489,Konanakunte,3,2400.0,2,3,180.0,7500.0,147
6490,Kathriguppe,3,1250.0,2,2,68.75,5500.0,136
6491,Yelahanka,2,990.0,2,2,37.62,3799.9999999999995,236
6492,Panathur,2,1199.0,2,1,85.0,7089.241034195163,186
6493,others,2,1280.0,2,2,90.0,7031.25,240
6494,others,2,1190.0,2,1,55.0,4621.848739495798,240
6495,Yelachenahalli,2,1100.0,2,2,60.0,5454.545454545455,235
6496,others,3,2075.0,3,1,175.0,8433.734939759037,240
6497,Harlur,2,1133.0,2,1,55.0,4854.368932038835,94
6498,Somasundara Palya,4,2400.0,3,3,140.0,5833.333333333333,211
6499,Whitefield,2,1280.0,2,2,69.0,5390.625,234
6500,Horamavu Agara,3,1250.0,3,2,65.0,5200.0,101
6501,Begur Road,3,1565.0,2,2,49.3,3150.1597444089457,42
6502,others,3,1900.0,3,0,65.0,3421.0526315789475,240
6503,Munnekollal,2,1080.0,2,2,45.0,4166.666666666667,169
6504,Battarahalli,1,600.0,1,0,47.0,7833.333333333333,40
6505,HRBR Layout,3,1335.0,2,1,87.0,6516.853932584269,91
6506,Vittasandra,2,1246.0,2,1,67.3,5401.284109149277,233
6507,JP Nagar,3,3496.5,2,0,237.5,6792.506792506792,113
6508,Sarjapur  Road,3,1385.0,3,1,55.0,3971.1191335740073,203
6509,others,3,1578.0,3,1,73.9,4683.143219264893,240
6510,HSR Layout,2,1140.0,2,2,46.0,4035.0877192982457,92
6511,Sarjapur  Road,3,1700.0,3,1,79.9,4700.000000000001,203
6512,others,4,1050.0,4,0,90.0,8571.42857142857,240
6513,Vidyaranyapura,2,1120.0,2,1,70.0,6250.0,229
6514,Electronic City,1,435.0,1,1,22.0,5057.471264367816,77
6515,Magadi Road,2,1116.0,2,1,51.89,4649.641577060932,159
6516,Old Madras Road,3,1480.0,3,2,95.0,6418.918918918919,183
6517,Hormavu,2,1000.0,2,2,50.0,5000.0,103
6518,HSR Layout,2,1145.0,2,2,46.0,4017.467248908297,92
6519,Bommasandra,2,800.0,1,1,32.0,4000.0,51
6520,Thanisandra,2,1265.0,2,1,83.0,6561.264822134387,218
6521,Devanahalli,3,1700.0,3,0,88.2,5188.235294117647,68
6522,others,2,1475.0,2,1,70.0,4745.762711864407,240
6523,BTM 2nd Stage,2,1265.0,2,2,55.0,4347.826086956522,24
6524,Anandapura,2,1200.0,2,0,58.0,4833.333333333333,16
6525,1st Phase JP Nagar,3,2180.0,3,2,210.0,9633.02752293578,1
6526,Brookefield,2,1080.0,2,3,50.0,4629.62962962963,54
6527,Whitefield,3,2023.0,4,2,130.0,6426.099851705388,234
6528,others,2,2400.0,2,3,125.0,5208.333333333333,240
6529,Kadubeesanahalli,3,1545.0,2,2,66.0,4271.844660194175,120
6530,Kalena Agrahara,3,1804.0,3,2,166.0,9201.773835920178,125
6531,6th Phase JP Nagar,3,1350.0,2,0,58.0,4296.2962962962965,6
6532,Hoodi,2,1108.0,2,1,74.23,6699.458483754513,100
6533,Marathahalli,3,1730.0,3,2,115.0,6647.398843930636,165
6534,others,3,1427.0,2,3,70.0,4905.395935529082,240
6535,Yelahanka,2,935.0,2,1,35.53,3800.0,236
6536,Sarjapura - Attibele Road,2,1073.0,2,2,31.77,2960.857409133271,204
6537,Ananth Nagar,2,960.0,2,3,37.0,3854.1666666666665,17
6538,Thigalarapalya,3,2215.0,4,2,150.0,6772.009029345372,219
6539,Electronic City Phase II,2,1125.0,2,1,32.49,2888.0,78
6540,Brookefield,2,1230.0,2,3,55.0,4471.544715447155,54
6541,Mahadevpura,2,1438.0,2,0,89.0,6189.151599443671,160
6542,7th Phase JP Nagar,2,1080.0,2,2,75.0,6944.444444444444,7
6543,Hebbal Kempapura,3,1200.0,3,0,125.0,10416.666666666666,96
6544,Marathahalli,2,1200.0,1,1,103.0,8583.333333333334,165
6545,Uttarahalli,3,1590.0,3,2,58.0,3647.7987421383646,225
6546,others,3,1350.0,3,2,68.0,5037.037037037037,240
6547,Raja Rajeshwari Nagar,3,1400.0,2,2,48.0,3428.5714285714284,193
6548,Kaggadasapura,3,1560.0,2,3,72.0,4615.384615384615,122
